Name,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
Vishnu Chemicals,525.05,1.78%,522.75,"2,30,322","3,472.50",27.01,25.14,595.8,336,8.60%,5.60%,-2.86%,54.00%,1556.83%,3.74,0.06%,32.96%,18.00%,15.43,488.01,474.46,69.46,50.00%,60.00%
Balmer Lawrie & Co,201.59,-0.27%,202.13,"75,564","3,456.50",13.11,30.52,246,146.6,-4.25%,-5.05%,-14.85%,75.07%,101.99%,1.76,4.20%,6.24%,12.90%,15.68,213.37,202.49,41.73,66.65%,75.00%
Advanced Enzyme Tech,319.4,3.68%,308.05,"2,99,236","3,446.50",24.74,54.8,505.7,257.9,-3.45%,-2.84%,-33.10%,13.08%,8.62%,2.43,1.69%,9.99%,12.52%,13.3,323.77,312.32,54.02,50.00%,75.00%
Artemis Medicare Services,245.11,-0.99%,247.56,"1,55,956","3,439.40",39.7,32.94,350,207.71,4.44%,-1.62%,-11.32%,246.69%,1466.20%,4.48,0.18%,10.81%,12.23%,4.07,237.49,256.14,53.91,50.00%,-
Sanghvi Movers,403.4,1.83%,398.1,"3,93,342","3,429.70",20.66,25.16,428.65,206,4.31%,51.37%,-1.08%,256.20%,970.59%,3.01,0.50%,13.31%,16.95%,40.23,367.67,296.3,63.55,50.00%,70.00%
Protean e-Gov Technologies,847.7,0.32%,845,"1,33,635","3,426.30",36.03,19.14,"1,535.00",716.05,-5.45%,10.24%,-42.32%,-42.32%,-42.32%,3.43,1.18%,-,11.18%,-,876.62,-,44.67,62.51%,75.00%
Paisalo Digital,37.66,-0.61%,37.9,"63,68,697","3,418.10",16.69,10.51,63.74,29.38,0.21%,22.23%,-18.04%,-16.09%,95.64%,2.24,0.26%,8.05%,12.92%,2.02,37.04,35.35,46.16,50.00%,70.00%
Fineotex Chemical,32.05,7.44%,28.9,"4,95,42,430","3,417.80",32.39,25.14,38.39,20.7,27.94%,26.98%,-12.69%,-3.81%,920.70%,4.67,0.27%,25.18%,19.04%,11.09,24.61,25.71,82.82,50.00%,-
Bharat Bijlee,"3,016.70",-0.22%,"3,027.50","17,528","3,417.40",23.24,34.77,"4,816.25","2,350.00",-8.57%,4.15%,-35.19%,167.90%,757.67%,1.56,1.16%,7.05%,9.13%,115.05,"3,090.40","3,001.22",41.42,50.00%,75.00%
Siyaram Silk Mills,773.3,2.91%,746.6,"1,98,391","3,409.10",17.94,53.68,"1,175.00",555.1,11.10%,26.11%,25.45%,63.07%,464.25%,2.66,1.59%,16.25%,20.65%,41.05,689.91,702.07,67.54,50.00%,-
Bombay Dyeing,164.67,0.30%,164.2,"4,88,031","3,390.70",6.94,4.04,241.45,117.5,-7.23%,-4.27%,-27.29%,97.68%,164.32%,1.43,0.73%,159.61%,25.09%,-,175.06,156.2,37.31,50.00%,75.00%
Allcargo Logistics,35.37,2.82%,34.35,"39,12,265","3,380.80",-62.45,25.16,58.3,26.39,10.15%,0.43%,-36.49%,-54.97%,-60.84%,1.39,6.11%,20.98%,5.06%,0.26,32.64,33.55,63.08,65.59%,75.00%
Globus Spirits,"1,143.10",-1.14%,"1,165.00","63,230","3,349.30",137.74,55.81,"1,303.20",751,6.88%,-7.24%,9.71%,44.63%,291.14%,3.37,0.24%,9.86%,6.32%,25.47,"1,106.48","1,023.71",58.74,50.00%,70.00%
Tatva Chintan Pharma,"1,412.70",-0.67%,"1,455.00","6,75,156","3,327.10",462.08,25.14,"1,447.40",621,35.23%,22.29%,64.97%,-42.66%,-38.90%,4.48,0.07%,8.84%,1.20%,11.14,"1,133.57",917.13,73.75,50.00%,-
IndoStar Capital Finance,256.55,5.49%,244.8,"3,89,108","3,325.60",5.34,10.51,366.3,217.88,0.12%,-13.91%,-5.96%,60.80%,-12.34%,0.83,-,7.24%,8.13%,7.48,253.78,282.83,58.52,50.00%,-
Rolex Rings,122.83,0.68%,123.2,"1,97,177","3,322.50",19.2,21.69,232,120,-5.36%,-12.56%,-45.65%,-38.54%,5.25%,3.1,-,17.37%,18.86%,64.46,133.71,144.91,36.92,50.00%,-
Unichem Laboratories,475.15,0.89%,470,"6,205","3,315.80",26.46,54.8,937.95,455.55,-3.47%,-15.48%,-44.89%,3.02%,96.67%,1.35,-,-2.98%,6.81%,-,488.25,593.43,47.75,50.00%,-
Sambhv Steel Tubes,114.14,1.59%,112.5,"8,38,793","3,310.60",57.76,22.42,149.4,96.25,-2.59%,-8.42%,16.96%,16.96%,16.96%,3.53,-,-,14.59%,-,117.47,-,50.77,-,70.00%
Sundaram Clayton,"1,521.10",1.77%,"1,509.80","9,719","3,295.00",-262.25,21.69,"2,934.00","1,482.00",-10.68%,-19.41%,-33.89%,0.62%,0.62%,3.39,0.32%,-20.02%,7.25%,-,"1,640.36","2,034.09",38.85,50.00%,-
Flair Writing Industries,310.1,-0.31%,312.85,"94,065","3,278.30",27.02,-199.41,357,194.03,-1.26%,-7.34%,10.08%,-31.23%,-31.23%,3.23,0.32%,13.18%,15.21%,10.75,314.57,275.74,50,50.00%,-
Ganesha Ecosphere,"1,213.10",-0.58%,"1,212.30","15,047","3,269.60",35.78,53.68,"2,484.20","1,148.80",0.12%,-17.07%,-44.89%,45.39%,363.10%,2.6,0.35%,10.89%,10.86%,23.54,"1,267.41","1,456.85",41.66,64.74%,75.00%
Epack Durable,332.6,-2.23%,341.05,"8,46,642","3,264.80",59.9,65.72,669.95,316,-6.93%,-12.94%,-26.06%,57.89%,57.89%,3.44,-,-,12.34%,-,363.63,376.18,39.27,50.00%,60.00%
Gufic BioSciences,328.15,0.85%,325.4,"41,207","3,263.00",52.64,54.8,504.25,298.8,-8.47%,-13.76%,-29.50%,42.95%,206.40%,5.42,0.03%,22.92%,15.18%,8.59,358.15,369.89,30.12,50.00%,-
Euro Pratik Sales,319.15,0.40%,317,"1,67,032","3,248.70",46.26,25.16,330,225,25.48%,28.49%,28.49%,28.49%,28.49%,13.87,-,-,41.89%,-,-,-,76.36,-,70.00%
Arkade Developers,173.46,-0.53%,175.44,"3,30,494","3,237.60",20.49,-6.34,213.69,128.15,1.35%,-7.11%,23.39%,4.58%,4.58%,3.39,-,-,22.17%,-,174.07,172.05,54.41,50.00%,70.00%
Apeejay Surrendra Park Hotels,151.16,0.13%,151.99,"2,24,371","3,221.30",32.56,324.15,206.2,129,1.84%,-2.12%,-1.52%,-25.74%,-25.74%,2.51,0.33%,8.65%,10.96%,3.22,152.53,157.56,51.49,60.00%,60.00%
Maithan Alloys,"1,113.50",0.82%,"1,105.00","37,476","3,215.10",4.49,19.8,"1,264.00",835.25,-5.12%,1.31%,8.52%,17.13%,129.82%,0.86,1.45%,17.79%,21.84%,119.87,"1,110.25","1,043.82",51.58,50.00%,-
Bhagiradha Chemicals & Industries,247.88,0.07%,249.95,"12,221","3,211.90",262.87,-23.88,364.7,239.8,-5.24%,-18.66%,-28.74%,-87.35%,-87.35%,4.7,0.06%,4.40%,4.39%,1.76,258.27,285.75,43.61,50.00%,-
Kiri Industries,545.4,2.10%,529.9,"5,51,188","3,206.40",17.58,-63.79,740,385.55,-9.18%,1.17%,39.65%,10.14%,22.00%,0.99,-,3.98%,8.69%,41.24,565.87,583.55,40.89,62.23%,75.00%
Orissa Minerals Development Comp,"5,422.50",1.51%,"5,322.50","13,874","3,205.00",-78.17,19.8,"8,349.95","4,310.00",-4.14%,11.47%,-31.14%,101.38%,158.09%,-62.04,-,129.21%,-19.39%,4.7,"5,108.33","5,223.80",55.96,50.00%,-
Kewal Kiran Clothing,518,-0.32%,519.65,"19,052","3,202.40",23.68,47.97,645.2,425,-7.11%,-6.13%,-17.26%,4.92%,256.01%,3.63,0.38%,21.76%,19.28%,23.69,537.09,509.99,40.49,50.00%,-
Tourism Finance Corporation of India,69.95,1.36%,69.53,"53,42,685","3,195.00",37.22,-82.98,75.9,24.46,-5.42%,27.25%,120.59%,298.58%,928.68%,3.11,0.87%,9.11%,10.32%,9.23,70.58,48.16,44.19,11.00%,75.00%
Gateway Distriparks,64.54,0.99%,64.15,"5,52,651","3,193.20",8.25,25.16,92.3,56.85,2.51%,-6.67%,-26.53%,-12.25%,-10.79%,1.45,3.13%,13.53%,14.19%,4.8,63.78,65.63,58.68,70.26%,75.00%
Anand Rathi Share & Stock Brokers,513.05,0.82%,508.9,"4,21,612","3,192.10",35.33,10.51,536,431,11.53%,15.15%,15.15%,15.15%,15.15%,2.46,1.94%,-,26.70%,-,-,-,66.29,-,75.00%
TVS Srichakra,"4,107.10",-1.36%,"4,210.00","9,682","3,188.20",118.87,35.77,"4,245.00","2,431.80",10.72%,40.93%,8.74%,64.18%,194.25%,2.68,0.41%,7.53%,5.43%,129.45,"3,436.16","3,055.97",66.78,50.00%,-
Hind Rectifiers,"1,870.40",0.92%,"1,866.30","55,733","3,184.80",73.92,44.1,"2,108.50",799,10.60%,-5.85%,61.19%,684.56%,1437.53%,19.86,0.11%,10.05%,31.83%,14.1,"1,656.92","1,307.98",74.21,50.00%,-
Brigade Hotel Ventures,83.21,-0.67%,84,"1,39,165","3,181.90",78.36,324.15,91.77,77.43,1.04%,0.87%,-2.47%,-2.47%,-2.47%,3.5,-,-,15.70%,-,83.21,-,54.15,-,70.00%
AGI Infra,268.1,3.16%,261.9,"8,26,256","3,175.10",43.94,-6.34,298.8,119,-3.41%,24.30%,116.47%,202.80%,202.80%,10.78,0.04%,27.91%,22.07%,42.64,249.35,196.88,55.24,60.00%,-
BGR Energy Systems,430.1,-1.87%,425,"2,48,856","3,162.80",-2.8,22.37,490.8,34.9,63.56%,323.12%,897.22%,498.19%,1256.78%,-1.96,-,-,35.31%,-,285.92,150.34,68.5,-,-
Patel Engineering,36.93,-1.05%,37.55,"16,44,272","3,151.20",11.48,-6.34,59.55,35.68,-2.66%,0.74%,-26.67%,86.99%,322.54%,0.83,-,6.01%,11.86%,2.69,37.88,41.28,45.01,50.00%,65.00%
Ddev Plastiks Industries,291.3,-3.27%,300,"1,83,995","3,116.20",15.95,25.14,360,212.55,-16.20%,-1.54%,12.06%,12.06%,12.06%,3.73,0.58%,-,31.32%,-,324.85,-,30.35,50.00%,-
Hindware Home Innovation,373.4,0.76%,373.2,"7,99,169","3,099.90",-33.32,42.65,392.7,177.42,8.36%,29.99%,25.41%,11.95%,417.25%,4,-,6.06%,2.31%,5.13,338.84,263.73,61.58,50.00%,-
Deep Industries,502.3,3.93%,488.15,"2,17,187","3,093.10",-55.34,-222.08,624.4,381,-1.03%,-3.24%,4.35%,247.78%,2721.91%,1.7,0.63%,8.20%,-1.36%,20.19,514.04,484.71,55.97,50.00%,70.00%
NOCIL,181.1,-2.08%,177.99,"14,90,756","3,089.00",33.23,25.14,292.15,158.1,0.35%,1.19%,-34.03%,-25.37%,35.10%,1.75,1.08%,7.83%,6.11%,7.55,182.04,189.86,46.88,66.41%,75.00%
Sandhar Technologies,540.5,5.55%,515.7,"1,69,457","3,082.40",21.95,80.72,603,315,18.71%,10.34%,10.04%,133.02%,149.02%,2.71,0.68%,7.95%,15.38%,19.51,478.75,451.45,61.47,50.00%,-
KDDL,"2,545.70",1.75%,"2,500.00","11,975","3,077.00",21.83,25.16,"3,351.00","2,050.00",-4.74%,-4.77%,-0.54%,145.37%,1533.22%,3.44,0.20%,10.96%,12.53%,81.9,"2,530.57","2,661.61",49.01,50.00%,-
Veedol Corporation,"1,759.50",-0.05%,"1,760.40","6,956","3,067.30",16.91,25.14,"2,051.90","1,305.00",-4.68%,5.15%,-7.59%,-14.33%,-14.33%,3.35,2.99%,17.27%,20.88%,85.42,"1,781.91","1,624.29",43.74,50.00%,-
SH Kelkar & Company,224.47,1.51%,223,"2,15,640","3,060.90",16.51,25.14,319.45,156.61,-5.89%,-10.28%,-23.56%,65.29%,168.18%,2.41,0.45%,10.18%,10.57%,8.23,236.68,219.62,46.43,62.89%,70.00%
Krishana Phoschem,502.75,-0.47%,498.1,"1,24,858","3,058.50",26.12,34.91,619,175.15,8.40%,-8.90%,128.07%,177.72%,1407.50%,6.9,0.10%,10.21%,27.68%,7.43,545.53,392.6,40.96,0.00%,-
Ramco Industries,363.3,3.27%,351.7,"2,77,274","3,053.90",14.76,43.77,398.05,215,4.79%,27.65%,48.88%,100.22%,88.24%,0.72,0.28%,1.80%,3.63%,12.15,343.94,278.12,60.14,50.00%,-
Seamec,887,-1.32%,899,"13,608","3,047.10",20.05,25.16,"1,368.80",752.55,-2.25%,11.67%,-32.86%,-17.97%,122.56%,2.26,-,13.22%,10.54%,53.39,905.23,912.5,52.75,50.00%,-
Jash Engineering,473.25,-2.51%,480.6,"68,572","3,046.40",37.36,-43.57,698.95,440.95,-0.50%,-16.73%,-4.20%,195.54%,1110.05%,7.05,0.41%,21.66%,26.00%,56.45,500.64,553.17,40.71,50.00%,70.00%
TCPL Packaging,"3,325.00",0.31%,"3,314.00","1,731","3,016.40",22.54,13.58,"4,900.00","3,000.00",-2.30%,-3.95%,2.91%,190.94%,816.48%,4.68,0.91%,19.28%,23.02%,120.12,"3,400.18","3,688.75",41.7,50.00%,-
Polyplex Corporation,944.3,-1.25%,956.3,"49,580","3,002.10",14.99,13.58,"1,478.70",952,-9.67%,-15.60%,-15.71%,-45.46%,27.69%,0.8,1.43%,10.67%,7.34%,12.05,"1,015.34","1,151.16",32.55,60.00%,75.00%
West Coast Paper Mills,455.55,0.69%,452.45,"24,931","2,988.40",10.89,14.2,638.85,385.1,-9.23%,-12.06%,-19.07%,-21.72%,189.61%,0.86,1.11%,20.63%,10.44%,84.84,480.66,483.16,41.45,50.00%,80.00%
EFC,293.5,-1.99%,301.6,"1,27,303","2,981.10",17.32,-6.34,357,285,-1.54%,-14.89%,-14.89%,-14.89%,-14.89%,5.48,-,-,17.89%,-,311.85,-,40.79,-,-
Carraro,520.1,-0.64%,525,"82,854","2,975.90",33.31,80.72,692.4,253.15,9.20%,3.94%,-18.25%,-18.25%,-18.25%,6.51,0.87%,-,21.59%,-,465.1,428.92,63.63,50.00%,-
Sundrop Brands,782.1,0.04%,789.6,"11,563","2,947.10",-27.75,20.33,"1,152.00",685,-3.41%,-3.71%,-17.50%,-0.04%,7.85%,2.04,-,3.10%,-9.26%,1.83,801.47,826.05,50.25,50.00%,-
Prakash Industries,167.69,2.11%,164.85,"19,73,419","2,940.90",8.27,22.42,190.9,132.51,-1.30%,0.30%,1.55%,224.98%,291.34%,0.89,0.91%,14.12%,14.09%,19.5,163.33,163.45,58.18,50.00%,65.00%
Sagar Cements,225.59,0.28%,226.4,"1,43,101","2,940.40",-17.93,60.26,299.4,168.04,-10.28%,-6.97%,-0.05%,10.99%,56.10%,1.75,-,-2.58%,-3.20%,-,255.33,225.99,32.76,50.00%,-
Ravindra Energy,160.67,-2.42%,167.77,"1,92,167","2,940.10",75.62,34.77,191.77,93.41,-3.08%,14.20%,20.06%,85.98%,85.98%,8.7,-,-,6.29%,-,154.82,133.62,56.52,-,-
Hikal,243.68,2.24%,239,"1,80,325","2,938.90",46.5,60.61,464.75,236.2,-4.08%,-22.57%,-34.19%,-29.06%,45.09%,2.33,0.34%,6.92%,11.44%,5.49,253.09,336.97,44.33,66.39%,75.00%
Sasken Technologies,"1,365.40",-0.65%,"1,379.70","5,834","2,935.30",48.76,19.14,"2,399.80","1,276.00",-1.48%,-7.69%,-21.57%,51.33%,105.77%,2.65,1.81%,10.04%,7.73%,47.2,"1,423.90","1,533.50",40.8,50.00%,-
EMS,522.55,-1.08%,529,"73,528","2,933.40",15.85,-6.34,"1,016.00",517.3,-8.31%,-14.44%,-35.29%,86.69%,86.69%,3.01,0.28%,22.18%,23.98%,30.1,549.34,620.44,37.63,50.00%,65.00%
Imagicaaworld Entertainment,51.78,0.31%,51.95,"3,37,131","2,921.00",52.19,21.92,79.5,50,-4.99%,-18.16%,-31.90%,54.11%,1227.69%,2.42,-,151.87%,5.99%,1.35,55.13,63.27,37.07,50.00%,-
Prabha Energy,219.45,3.13%,216.86,"53,722","2,913.10","-2,130.50",-222.08,315.9,155.04,-2.35%,-17.56%,4.03%,4.03%,4.03%,6.66,-,-,-0.33%,-,226.81,-,51.69,50.00%,-
Thirumalai Chemicals,284.25,0.37%,283.15,"1,83,803","2,899.60",-26.06,25.14,394.95,201.27,-0.23%,0.30%,-6.08%,49.88%,305.49%,2.51,-,-3.38%,0.29%,-,293.59,272.87,48.43,50.00%,75.00%
Jai Corp,169.1,2.38%,165,"33,42,728","2,898.80",18.76,37.5,401.05,81.49,14.63%,52.29%,-47.52%,4.90%,108.12%,2.52,0.30%,3.51%,5.76%,2.33,153.24,120.81,61.01,58.83%,-
Ram Ratna Wires,620.35,0.03%,615.35,"15,564","2,891.50",41.63,19.8,785.95,456.6,-1.27%,-11.07%,4.59%,213.15%,425.59%,5.99,0.38%,12.64%,21.48%,12.88,665.9,613.97,39.61,50.00%,-
Easy Trip Planners,7.91,-0.38%,7.96,"59,55,097","2,887.70",37.86,42.83,19,7.82,-2.83%,-18.62%,-52.44%,-65.82%,21.51%,3.25,-,36.21%,17.18%,1.03,8.31,10.82,39.19,50.00%,70.00%
Muthoot Microfin,171.93,2.13%,166.66,"1,18,445","2,870.20",-8.71,10.51,215,119.25,2.01%,9.97%,-15.26%,-35.40%,-35.40%,1.09,-,16.03%,5.97%,27.4,165.14,150.15,59.77,50.00%,-
Sirca Paints,522.25,0.61%,522.55,"4,20,106","2,845.10",55.58,42.65,523.8,230.69,6.41%,18.37%,46.35%,66.20%,322.36%,6.94,0.28%,16.66%,16.73%,8.89,484.79,368.76,70.16,50.00%,60.00%
Gujarat Industries Power Company,181.9,-0.51%,182.5,"2,22,227","2,837.80",14.13,7.39,268.5,148.1,-1.71%,-7.68%,-12.96%,115.27%,177.08%,0.81,2.23%,9.91%,10.52%,13.81,185.94,189.53,47.23,50.00%,70.00%
Ashiana Housing,284.3,0.76%,284.4,"36,409","2,836.30",77.82,-6.34,395.7,247.8,-5.94%,-11.00%,-7.59%,72.20%,268.26%,3.64,0.53%,3.67%,2.63%,6.67,301.56,308.97,40.77,50.00%,-
HPL Electric & Power,440.6,0.32%,439.95,"61,246","2,824.10",29.59,34.77,639.9,339,-5.99%,-24.65%,-14.79%,347.08%,1482.05%,3.09,0.23%,3.80%,22.47%,8.35,462.34,480.16,42.59,50.00%,60.00%
Bajaj Hindusthan Sugar,22.45,1.63%,22,"70,93,323","2,821.70",-21.5,18.94,35.63,16.5,8.72%,-2.69%,-32.50%,111.79%,393.41%,0.69,-,-1.94%,1.01%,-,21.28,22.74,57.16,50.00%,60.00%
Pokarna,909.25,-0.03%,911.7,"93,962","2,819.80",15.44,25.16,"1,451.65",699.95,16.41%,-0.87%,-13.81%,86.44%,553.43%,3.63,0.07%,12.98%,26.82%,33.94,833.76,"1,009.47",60.52,50.00%,-
Teamlease Services,"1,702.10",1.36%,"1,687.50","10,021","2,815.80",24.27,25.16,"3,103.00","1,641.20",-3.50%,-7.17%,-36.95%,-40.39%,-21.96%,3.11,-,13.60%,11.65%,61.57,"1,806.46","1,968.69",36.4,50.00%,70.00%
Filatex India,64.87,2.30%,63.41,"22,27,194","2,814.50",19.78,4.04,73.39,34,25.06%,16.09%,7.67%,31.77%,379.45%,2.12,0.39%,18.00%,12.49%,2.82,55.29,50.47,71.99,50.00%,60.00%
KP Energy,449.05,7.18%,426,"8,15,761","2,803.10",22.93,22.37,675,336.6,9.10%,-10.54%,-15.98%,-15.98%,-15.98%,9.35,0.14%,-,28.53%,-,417.46,436.24,67.3,50.00%,75.00%
GM Breweries,"1,241.10",1.20%,"1,236.20","10,78,943","2,801.90",19.58,55.81,"1,316.65",579.95,69.28%,79.54%,53.09%,165.15%,312.11%,2.85,0.61%,18.43%,17.08%,68.52,851.75,734.57,70.07,50.00%,-
Sai Silks (Kalamandir),178.3,-2.14%,182.5,"17,30,346","2,794.30",67.87,42.65,223.03,113,-3.11%,-0.29%,-0.09%,-27.19%,-27.19%,3.07,-,24.56%,13.17%,3.55,175.32,153.71,48.15,50.00%,-
Dalmia Bharat Sugar & Industries,329.9,-4.08%,346.4,"62,404","2,783.90",10.32,18.94,477.75,291,-9.59%,-12.87%,-27.82%,0.73%,157.53%,0.92,1.73%,-,11.61%,-,366.35,375.51,33.35,-,-
BF Utilities,731.7,-0.65%,730.15,"10,964","2,774.20",8.26,7.39,"1,080.00",573,-10.02%,-2.71%,-13.71%,87.54%,218.41%,20.98,-,-,25.98%,-,795.06,761.87,35.15,-,-
Vardhman Special Steels,293.1,2.25%,291.95,"1,28,378","2,766.30",29.74,22.42,324,178,-0.24%,10.00%,7.74%,129.52%,714.17%,2.34,0.89%,15.64%,17.47%,11.24,277.68,247.83,53.46,50.00%,-
Shivalik Bimetal Controls,483.95,0.86%,485,"63,525","2,763.80",33.5,19.8,682,342,-7.01%,-8.91%,-23.98%,2.55%,502.90%,6.77,0.57%,29.79%,25.00%,14.03,509.54,494.69,43.27,50.00%,-
Solarworld Energy Solutions,311.05,-2.39%,320,"3,53,043","2,761.80",35.84,22.37,388.5,295.35,-7.00%,-3.85%,-3.85%,-3.85%,-3.85%,3.69,-,-,30.15%,-,-,-,46.92,-,75.00%
Eveready Industries,380.6,0.18%,379.8,"53,084","2,761.40",33.21,10.26,475.2,272.3,0.17%,-6.51%,-2.56%,16.80%,185.09%,6,0.39%,17.27%,19.18%,9.8,406.89,354.01,46.78,50.00%,-
Brightcom Group,13.48,-0.81%,13.45,"48,91,163","2,742.40",3.6,19.14,22,7.69,-3.78%,-12.24%,58.78%,-60.12%,439.20%,0.32,-,-,11.66%,-,14.66,14.11,43.53,-,50.00%
Servotech Renewable  Power,119.28,-1.37%,121.33,"4,13,732","2,731.40",83.41,34.77,196.98,97.55,-5.00%,-10.14%,-35.97%,640.87%,4911.76%,13.03,0.04%,13.47%,19.58%,0.54,126.63,131.39,32.96,50.00%,70.00%
RPSG Ventures,820.45,-0.35%,823.05,"13,356","2,724.20",18.77,19.14,"1,290.00",681,-3.91%,-10.65%,-21.42%,69.81%,274.04%,1.02,-,4.42%,10.04%,-,853.15,879.56,42.1,50.00%,-
IOL Chemicals & Pharmaceuticals,94.48,2.11%,92.59,"13,32,595","2,716.00",25.87,54.8,126.66,57.5,-10.58%,-7.05%,19.49%,26.92%,-27.43%,1.61,0.86%,8.34%,8.62%,20.19,102.46,84.57,41.85,64.84%,75.00%
Savita Oil Technologies,391.75,-0.89%,396.55,"51,975","2,709.90",21.15,22.29,610.6,343.25,-2.68%,-3.15%,-24.92%,30.43%,188.18%,1.64,1.01%,15.58%,10.91%,26.77,403.2,411.35,41.78,50.00%,-
Panacea Biotec,431.85,-1.38%,440,"90,515","2,682.20",240.52,54.8,581.9,281.1,4.00%,4.84%,20.24%,206.39%,152.25%,3.3,-,-,-0.44%,-,425.14,429.31,48.16,50.00%,-
CARYSIL,987.3,5.54%,939.85,"3,86,631","2,660.70",37.3,20.68,989.95,482.3,12.23%,17.73%,24.35%,77.17%,396.13%,5.06,0.26%,17.21%,17.50%,21.88,900.68,769.09,68.3,50.00%,60.00%
Nucleus Software,"1,037.70",2.74%,"1,002.00","30,027","2,659.00",16.12,19.14,"1,378.00",725,3.45%,3.84%,-13.55%,166.69%,89.45%,3.32,1.22%,24.64%,25.25%,62.84,"1,019.30","1,008.20",61.1,50.00%,-
NRB Bearings,281.05,2.65%,273.95,"4,38,059","2,653.70",29.61,28.62,314.6,191.45,-4.32%,-1.35%,6.38%,63.78%,317.61%,2.89,2.48%,14.09%,13.00%,9.74,279.83,259.36,57.72,50.00%,-
Honda India Power Products,"2,622.80",0.38%,"2,613.20","3,151","2,650.20",36.26,34.77,"3,809.75","1,815.00",-4.82%,-9.73%,-29.99%,47.72%,168.52%,3.08,0.82%,11.35%,12.52%,87.21,"2,776.97","2,574.05",34.44,50.00%,-
GRM Overseas,425.2,-1.17%,430,"4,97,889","2,639.70",42.31,20.33,433.6,175.9,14.79%,13.66%,94.69%,15.36%,-10.39%,6.43,-,22.85%,23.72%,10.22,379.97,320.65,67.9,50.00%,70.00%
HMT,56.38,0.55%,57.5,"4,300","2,639.10",-14.06,-43.57,79.8,45,-4.29%,-2.61%,-20.73%,82.76%,297.04%,-1.05,-,2.90%,3.99%,-,58.54,57.76,43.26,-,-
Mahanagar Telephone Nigam,42.51,1.89%,41.8,"34,43,804","2,628.40",-0.75,31.45,61.87,37.42,-2.32%,-6.43%,-11.09%,97.72%,362.07%,-0.1,-,13.98%,14.82%,-,43.51,45.63,48.58,50.00%,70.00%
KCP,201.53,-1.09%,202.81,"1,55,881","2,626.90",9.04,60.26,266.75,167.55,1.74%,-5.15%,-5.08%,65.73%,212.69%,1.72,0.12%,15.52%,12.07%,14.92,200.42,203.54,55.01,50.00%,-
Repco Home Finance,438.15,4.62%,415.3,"3,59,399","2,620.10",5.66,19.62,522.95,310,19.18%,7.10%,-8.11%,101.08%,120.12%,0.77,0.95%,13.22%,10.87%,69.28,378.76,385.52,73.66,66.49%,60.00%
Vikran Engineering,99.83,-1.71%,101.89,"20,78,230","2,619.60",33.63,21.46,116.64,91.7,2.72%,4.30%,4.30%,4.30%,4.30%,2.2,-,-,32.48%,-,-,-,49.92,-,60.00%
Knowledge Marine & Engineering Works,"2,701.20",11.69%,"2,430.50","6,10,014","2,612.20",51.99,25.16,"2,599.90","1,264.05",14.93%,59.40%,27.93%,27.93%,27.93%,12.01,-,-,24.32%,-,"2,206.43","1,783.29",70.77,50.00%,-
JTL Industries,66.25,-0.14%,66.51,"7,23,600","2,607.70",29.86,22.42,112.1,59.77,-7.56%,-5.40%,-34.03%,-12.31%,15.70%,2.42,0.19%,22.14%,11.01%,6.37,72.71,77.45,36.13,50.00%,55.00%
Morepen Laboratories,48.15,1.20%,47.6,"12,06,357","2,607.20",28.01,54.8,91.7,42,-2.19%,-16.72%,-40.01%,73.51%,91.45%,2.26,0.42%,11.40%,12.80%,2.15,49.65,55.83,43.74,50.00%,75.00%
Shalby,244.12,1.17%,241.25,"96,627","2,606.30",-501.56,32.94,274.7,177.25,-8.31%,17.51%,7.84%,70.53%,166.94%,2.62,-,7.30%,7.57%,7.22,236.08,207.91,49.48,50.00%,-
TCI Express,693.15,2.19%,674.5,"21,237","2,606.00",31.34,25.16,"1,000.00",601,-5.28%,1.37%,-28.44%,-61.07%,-11.89%,3.4,1.18%,18.70%,14.86%,31.71,698.81,712.97,52.58,50.00%,-
Venus Pipes & Tubes,"1,270.30",0.02%,"1,270.10","17,544","2,602.70",29.32,22.42,"1,965.00","1,005.30",-3.10%,-8.74%,-32.35%,69.19%,258.49%,4.65,0.08%,13.72%,27.84%,47.36,"1,315.34","1,346.13",40.42,50.00%,70.00%
Prataap Snacks,"1,105.30",1.64%,"1,093.00","94,799","2,599.20",122.35,20.33,"1,295.70",889.2,8.60%,17.58%,2.60%,23.11%,84.49%,3.85,0.19%,3.00%,1.08%,8.55,"1,014.84","1,060.40",68.14,50.00%,-
M & B Engineering,453.7,-0.20%,449.05,"7,71,568","2,598.00",33.7,22.37,494,364,15.92%,11.02%,11.02%,11.02%,11.02%,4.46,-,-,32.94%,-,423.97,-,59.11,-,70.00%
EPack Prefab Technologies,295.6,14.30%,257.4,"2,27,19,839","2,597.90",33.7,22.42,282.77,179.32,52.18%,55.04%,55.04%,55.04%,55.04%,3.77,-,-,21.20%,-,-,-,77.46,-,75.00%
Landmark Cars,625.1,-0.18%,629.5,"38,008","2,594.20",121.87,42.65,703,329.8,-0.29%,27.05%,1.12%,36.37%,36.37%,4.67,0.08%,18.04%,10.44%,12.78,616.57,511.04,52.14,50.00%,-
